uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,std_x_director,std_y_director,std_xy_director,e2e_div_total_dist,avg_dist_from_e2e_line,r2_value,moved
lab_0_0,0,0.1730878285772176,0.10014095198813815,51.926348573165285,40.40877174574849,300.0,0.11989291013233459,0.08643095349596894,0.1477992544711319,0.7781939777416021,1.1509983519674565,0.9162293152235699,1
lab_0_1,0,0.1650476614328481,0.08619363543140106,49.514298429854435,32.95732246405949,300.0,0.10620805033308711,0.10640112781357158,0.15033745360207337,0.6656122273599261,1.6597955662402628,0.9288259186979843,1
lab_0_2,0,0.16738812570567846,0.09917697333255542,50.216437711703534,31.649486141168218,300.0,0.12492188474758413,0.10544899614927045,0.16347772960797302,0.6302614757914607,2.2488932647586872,0.9073712394820671,1
lab_0_3,0,0.21592692177618394,0.10979698441029707,64.77807653285518,42.52494808932751,300.0,0.12094568712167166,0.15478675865704905,0.19643523077311983,0.6564712996342054,1.2888680947661322,0.880174788299264,1
lab_0_4,0,0.09778595893060893,0.0969844810748326,29.33578767918268,1.616935682085197,300.0,0.07625066440511971,0.11456382379364884,0.13761916125469015,0.05511819555581968,1.348433445424566,0.4118437037728875,1
lab_0_5,1,3.263915719831237,0.7418042588539931,381.87813922025475,339.8043588243093,117.0,1.5178822494013504,0.681492388561012,1.663850473664715,0.8898240666987259,43.6748320310425,0.5835655815250709,1
lab_0_6,1,1.9504918201789678,0.821394668120148,306.22721576809795,147.71040836718308,157.0,1.756450239670892,0.7133216869834086,1.895770364142448,0.48235558683667884,68.81292214078437,0.01506166329548253,1
lab_1_0,1,4.621280730051717,2.5911162743856155,1386.3842190155153,961.6761409123136,300.0,2.7141048473156344,3.2292359966750994,4.218332637955955,0.6936577376762185,47.62744989095123,0.920532033781619,1
lab_1_1,0,0.12528391629707983,0.0069354392266313195,37.58517488912395,36.49657518178932,300.0,0.007383314522173165,0.029826945312362553,0.030727186659373806,0.9710364602387507,0.9279727501506461,0.6139031386494197,1
lab_1_2,0,0.11180397130839168,0.05590234341843211,2.2360794261678336,2.23606797749979,20.0,0.05,0.025003999680051,0.05590348826325591,0.9999948800262147,0.0001703670839959553,0.9999995098012339,1
