uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,std_x_director,std_y_director,std_xy_director,e2e_div_total_dist,avg_dist_from_e2e_line,r2_value
lab_0_0,0,0.1730878285772176,0.10014095198813815,51.926348573165285,40.40877174574849,300.0,0.11989291013233459,0.08643095349596894,0.1477992544711319,0.7781939777416021,0.022165978998998467,0.9162293152235699
lab_0_1,0,0.1650476614328481,0.08619363543140106,49.514298429854435,32.95732246405949,300.0,0.10620805033308711,0.10640112781357158,0.15033745360207337,0.6656122273599261,0.033521540623091955,0.9288259186979843
lab_0_2,0,0.16738812570567846,0.09917697333255542,50.216437711703534,31.649486141168218,300.0,0.12492188474758413,0.10544899614927045,0.16347772960797302,0.6302614757914607,0.04478400633811899,0.9073712394820671
lab_0_3,0,0.21592692177618394,0.10979698441029707,64.77807653285518,42.52494808932751,300.0,0.12094568712167166,0.15478675865704905,0.19643523077311983,0.6564712996342054,0.019896671277549002,0.880174788299264
lab_0_4,0,0.09778595893060893,0.0969844810748326,29.33578767918268,1.616935682085197,300.0,0.07625066440511971,0.11456382379364884,0.13761916125469015,0.05511819555581968,0.0459654760312246,0.4118437037728875
lab_0_5,1,3.263915719831237,0.7418042588539931,381.87813922025475,339.8043588243093,117.0,1.5178822494013504,0.681492388561012,1.663850473664715,0.8898240666987259,0.11436850540913601,0.5835655815250709
lab_0_6,1,1.9504918201789678,0.821394668120148,306.22721576809795,147.71040836718308,157.0,1.756450239670892,0.7133216869834086,1.895770364142448,0.48235558683667884,0.22471197397717768,0.01506166329548253
lab_1_0,1,4.621280730051717,2.5911162743856155,1386.3842190155153,961.6761409123136,300.0,2.7141048473156344,3.2292359966750994,4.218332637955955,0.6936577376762185,0.034353716118300834,0.920532033781619
lab_1_1,0,0.12528391629707983,0.0069354392266313195,37.58517488912395,36.49657518178932,300.0,0.007383314522173165,0.029826945312362553,0.030727186659373806,0.9710364602387507,0.024689861172341485,0.6139031386494197
lab_1_2,0,0.11180397130839168,0.05590234341843211,2.2360794261678336,2.23606797749979,20.0,0.05,0.025003999680051,0.05590348826325591,0.9999948800262147,7.619008609543373e-05,0.9999995098012339
lab_1_3,1,12.513858438965908,3.0595350250522833,1126.2472595069316,1085.7927979131193,90.0,3.6753936690131876,2.62678512423245,4.517578854996458,0.9640803018588266,0.041529206681424055,0.9536010225143315
lab_1_4,0,6.274431987095902,0.8405374704959769,250.97727948383607,247.54191564258366,40.0,0.8888194417315588,0.9934158243152764,1.332994748676828,0.98631205243631,0.005215679448678113,0.9978829449351434
lab_1_5,1,7.7445549672350165,3.0349393031428376,867.3901563303218,255.01764644824092,112.0,4.0599154601256595,6.8935915173190425,8.000282341956463,0.29400569580723285,0.06531069483911175,0.29429472910463306
lab_1_6,1,13.423882295707177,3.3298077200006366,1141.02999513511,1045.1913700370856,85.0,3.6973009920218205,5.139796559597319,6.331472443251568,0.9160069187430292,0.07666152433043535,0.8745480223547103
lab_1_7,1,4.042375201204968,1.220241852868358,189.9916344566335,146.57762448614045,47.0,2.2139760995339084,1.7894068461429022,2.8466940528146796,0.7714951498014377,0.048524791661135255,0.9255683672578285
lab_1_8,1,5.361343395001338,2.319697609792176,42.890747160010704,42.2965719651132,8.0,0.9921567416492215,2.277608394786075,2.484325864293974,0.9861467744387656,0.024437771753373604,0.8450661853188949
lab_1_9,1,15.265199339138315,1.818522056425069,45.795598017414946,45.79301256742124,3.0,0.816496580927726,1.632993161855452,1.8257418583505536,0.9999435437005819,0.0010729007979619978,0.9998774702865446
lab_2_0,1,8.566769506125334,4.8895649986455805,436.905244812392,380.1473398565351,51.0,4.163551316735459,4.939843814764162,6.46043469755351,0.8700910423260564,0.023613009354534125,0.2840338515455135
lab_2_1,1,6.789065377066827,3.2451956492599114,862.211302887487,688.7437840009883,127.0,4.089488170305788,3.238505084022929,5.216495823281501,0.7988108966960098,0.09981926183420536,0.031844833869180134
lab_2_2,1,14.027560283552868,1.8884398440198866,659.2953333269847,641.0818980442358,47.0,3.221572177337969,1.9772262350139254,3.779940591891021,0.9723743907137357,0.022366432574619975,0.9821899441949608
lab_2_3,1,8.696963940553196,2.439224173454702,791.4237185903409,585.702996406882,91.0,4.919592566013757,3.994832986680978,6.33727714456708,0.7400624755726528,0.1459667699110375,0.47715942551781754
lab_2_4,0,0.0727721087289137,0.0008418075742379896,22.04994894486085,21.540659228538015,303.0,0.003780262619737934,0.015107194304756849,0.015572979972884628,0.9769029072313777,0.05314735218703095,0.9447633242403375
lab_2_5,1,14.69731889148386,3.3635014087043094,543.8007989849028,439.7101317913882,37.0,8.048882794771812,4.616165579822285,9.278658249138703,0.8085867703986136,0.034031451593374826,0.848121694488067
lab_2_6,1,9.911454996930708,3.4187335877218166,1030.7913196807935,542.2739160239961,104.0,5.692581096734539,7.094477253574029,9.095992911407677,0.5260753613950904,0.10257575941309513,0.16810554388521592
lab_2_7,1,8.528467844070706,3.9655344539392483,375.25258513911103,77.0,44.0,5.502582038544186,7.424238559058981,9.241089073952661,0.2051951220308186,0.22352351749071422,0.013635444939869568
lab_2_8,1,16.0,0.0,16.0,16.0,1.0,1.75,1.75,2.4748737341529163,0.6,0.3,0.0
lab_2_9,1,11.23574927563762,4.029657086503839,1134.8106768393995,1002.0144709533889,101.0,4.50709882405773,4.872504476402408,6.637412122385055,0.8829794179802168,0.04990128996061045,0.7259365896219547
lab_2_10,1,7.203504630840061,4.664795252500532,151.27359724764128,84.8528137423857,21.0,4.527567365031465,6.068393268167683,7.571278828707923,0.5609228264961402,0.12098085507837208,0.18396450441125056
lab_2_11,1,19.002322870005955,2.5648376577700662,171.02090583005358,170.3202865192517,9.0,2.4845199749997664,1.8324913891634047,3.08720977543329,0.9959033118939383,0.012915261675152539,0.9962825604784383
lab_2_12,1,10.520108416386648,1.4412907088685463,42.08043366554659,40.311288741492746,4.0,2.5860201081971503,2.1213203435596424,3.344772040064913,0.957958015877048,0.02699967823210379,0.9375559026526221
lab_2_13,1,7.549634571381651,2.798328689599803,1102.246647421721,505.72917653621687,146.0,4.868957396980236,5.3965069143230995,7.268358343528859,0.4588167065140767,0.06028567010725329,0.821619020671294
lab_2_14,1,10.466302716166888,4.782590747027977,104.66302716166888,103.23759005323593,10.0,3.0155154451602466,4.0918618500628785,5.082978142782045,0.9863807005483309,0.008291494058158447,0.994764812123375
lab_2_15,1,11.716219677069347,3.474658555693355,1405.9463612483216,586.436697351044,120.0,7.439552706088362,8.373387076526042,11.200917623123562,0.4171117145823076,0.10819255450152551,0.19276185627579323
lab_2_16,1,10.36740019551718,2.5504689737360784,1140.4140215068896,747.5433097821156,110.0,4.251510832477989,7.051877815327917,8.234338168972156,0.6555016824454214,0.07237523107101568,0.6729398417167283
lab_2_17,1,10.690850662840187,2.7152124726282807,224.50786391964394,213.74049686477292,21.0,2.9462301520491465,3.064684363753159,4.251183642031551,0.9520401340653044,0.046443061451661945,0.8633614376406197
lab_2_18,1,12.157899982548983,1.8019606632018357,559.2633991972532,549.8881704492287,46.0,2.1868095723816725,1.8382531266547473,2.856800774208112,0.9832364700399112,0.029561915516951084,0.9874598760391544
lab_2_19,1,10.753185950308056,1.9734824406967584,419.3742520620142,402.7964746618322,39.0,2.686318123837701,2.3747382983259087,3.5854828193696227,0.960470206936475,0.02423959638324557,0.9464535426424113
lab_2_20,1,13.92191464191693,3.3808715892768104,361.96978068984015,305.8512710452582,26.0,4.487820467039507,6.835882528308134,8.177397048279307,0.8449635504443727,0.0997582658979074,0.6604279797328783
lab_3_0,1,4.975789698580143,3.4432540437426793,363.2326479963504,232.76812496559748,73.0,2.819867502733158,4.300654653958831,5.142692211827215,0.6408237977769451,0.06214556870373141,0.8321484387588348
lab_3_1,0,0.1680123997266275,0.7710666508327243,50.23570751826162,19.4164878389476,299.0,0.7710032905561357,0.15527046522854532,0.7864826707694696,0.38650770135743256,0.039736860193955545,0.1945379847138331
lab_3_2,0,0.04838913049210189,0.023423334206201123,14.468350017138466,8.06225774829855,299.0,0.035992766567723,0.029455391210504316,0.04650913153954236,0.5572340825835996,0.1278302986756682,0.13314440055651555
